Airport,DelayTime
Airport12,15
Airport05,7.5
Airport05,3
Airport05,4.5
Airport12,16
Airport10,5.333333333
Airport10,51.5
Airport10,58.5
Airport08,7.5
Airport10,3.5
Airport19,17
Airport05,15
Airport08,10
Airport05,7.5
Airport05,10
Airport10,11.33333333
Airport05,10
Airport10,4
Airport10,3.666666667
Airport10,9.5
Airport05,11.33333333
Airport05,10
Airport05,13.33333333
Airport10,13.33333333
Airport11,32.5
Airport05,10
Airport10,36
Airport05,11
Airport08,3
Airport10,4.5
Airport05,5
Airport10,12.5
Airport19,3.5
Airport05,10
Airport08,81.66666667
Airport08,9.5
Airport14,10.5
Airport05,13
Airport19,2
Airport05,11
Airport10,6.5
Airport05,22
Airport19,16
Airport10,7.5
Airport07,7
Airport05,3
Airport17,10
Airport05,7
Airport10,12.5
Airport05,6
Airport05,9
Airport10,7.5
Airport05,7.5
Airport05,7.5
Airport05,5
Airport10,6.5
Airport05,12.5
Airport12,13
Airport10,15.33333333
Airport05,2.5
Airport19,4
Airport14,10
Airport05,92.5
Airport05,45
Airport05,116.5
Airport08,9
Airport18,15
Airport10,9.666666667
Airport14,27.5
Airport19,121.6666667
Airport08,3
Airport05,4
Airport10,5
Airport10,32.5
Airport05,5.5
Airport10,7.5
Airport05,12.5
Airport02,10
Airport05,10.5
Airport04,5
Airport05,14
Airport07,15
Airport19,23.33333333
Airport17,10
Airport10,16.5
Airport05,10
Airport08,11.66666667
Airport11,14
Airport05,12.5
Airport05,12.5
Airport05,8.333333333
Airport10,8
Airport05,5.5
Airport05,16
Airport10,6
Airport08,19.66666667
Airport05,20
Airport10,22.5
Airport05,11.5
Airport05,77.5
Airport12,10
Airport05,6
Airport05,10
Airport05,35
Airport05,4
Airport10,11.66666667
Airport05,3.666666667
Airport05,13.5
Airport05,6
Airport19,7.5
Airport05,35
Airport19,35
Airport05,30
Airport05,11.5
Airport10,10
Airport05,11
Airport14,20
Airport05,16.66666667
Airport16,7.5
Airport08,11.5
Airport10,22.5
Airport05,6.5
Airport10,21.5
Airport10,10.66666667
Airport08,18
Airport05,4.5
Airport08,17.5
Airport05,8.333333333
Airport10,10
Airport05,11.5
Airport09,12.5
Airport10,12.5
Airport09,12
Airport19,55
Airport05,7.5
Airport05,10
Airport05,5
Airport05,7.5
Airport14,11.5
Airport10,12.33333333
Airport05,6.5
Airport10,15.66666667
Airport10,62.66666667
Airport05,6.5
Airport08,19.5
Airport08,6.666666667
Airport08,7
Airport10,12.5
Airport05,8
Airport05,11
Airport10,14.66666667
Airport18,90
Airport10,27.33333333
Airport10,6.5
Airport05,15
Airport10,8.333333333
Airport10,6
Airport10,18.5
Airport10,11
Airport08,10
Airport05,9.666666667
Airport19,5
Airport08,10
Airport08,4.5
Airport05,12.5
Airport10,8.5
Airport05,16
Airport09,9.5
Airport19,7.5
Airport08,7
Airport05,10
Airport05,12.5
Airport10,6.333333333
Airport05,7.5
Airport05,18.33333333
Airport05,10
Airport10,6.666666667
Airport09,37
Airport05,15
Airport05,6
Airport05,107.5
Airport05,5
Airport10,6
Airport05,4.666666667
Airport08,11
Airport05,10
Airport09,15
Airport05,18
Airport10,5.5
Airport07,12.5
Airport19,5
Airport09,5
Airport05,5
Airport05,10.66666667
Airport10,4.333333333
Airport10,10.5
Airport05,7.5
Airport05,5
Airport10,19.33333333
Airport05,8.5
Airport11,12.5
Airport10,3
Airport10,5
Airport05,7.5
Airport09,9.5
Airport10,3.5
Airport10,5
Airport05,5
Airport12,8
Airport10,16.33333333
Airport05,7
Airport16,5
Airport09,17.5
Airport10,5
Airport02,84
Airport05,6.333333333
Airport05,6
Airport05,17.5
Airport05,22.5
Airport05,10
Airport20,55
Airport11,17.5
Airport10,9.333333333
Airport10,12.5
Airport02,17.5
Airport09,20
Airport05,12.5
Airport10,9.5
Airport10,25
Airport11,22.5
Airport10,6
Airport10,11.5
Airport02,10
Airport05,20
Airport05,12.5
Airport19,7.5
Airport05,17.5
Airport10,11
Airport10,3.5
Airport05,17.5
Airport05,4.333333333
Airport05,7.5
Airport10,5
Airport10,6.5
Airport05,8.5
Airport05,9
Airport10,3
Airport10,24
Airport05,7.5
Airport05,4.5
Airport10,8
Airport05,7.5
Airport05,10
Airport05,5
Airport05,16
Airport05,3
Airport10,5.5
Airport09,5
Airport05,72.5
Airport05,100
Airport05,52.5
Airport19,61.5
Airport05,25.66666667
Airport05,77.5
Airport05,6
Airport10,8
Airport09,12.5
Airport10,7
Airport02,22.5
Airport05,16
Airport05,6.5
Airport05,6.666666667
Airport04,6.5
Airport05,2.5
Airport10,9
Airport05,4.666666667
Airport10,9.333333333
Airport10,3.5
Airport08,17
Airport05,15
Airport04,21
Airport05,6.5
Airport05,2.5
Airport10,5.5
Airport10,10.33333333
Airport05,34.33333333
Airport05,15
Airport11,7.5
Airport10,5
Airport05,84
Airport08,5.333333333
Airport05,45
Airport18,20
Airport19,14
Airport05,12
Airport10,3.333333333
Airport10,17.33333333
Airport08,21.5
Airport05,100
Airport19,5
Airport05,129.5
Airport10,10
Airport08,37.5
Airport19,15
Airport05,95
Airport05,137.5
Airport05,102.5
Airport05,146
Airport05,95.5
Airport05,60
Airport14,36.66666667
Airport05,172.5
Airport05,72.5
Airport08,52
Airport07,30.5
Airport08,60
Airport08,80
Airport08,61.5
Airport19,117
Airport08,90.5
Airport08,66.5
Airport08,115
Airport05,90
Airport10,4.333333333
Airport05,22.5
Airport10,2.5
Airport11,22.5
Airport09,102.5
Airport05,2.666666667
Airport05,6
Airport10,14.33333333
Airport05,7
Airport05,16
Airport09,7.5
Airport10,9.666666667
Airport02,19
Airport05,32.5
Airport10,32.5
Airport10,11
Airport19,12.5
Airport11,7.5
Airport19,11
Airport05,10.5
Airport05,14.5
Airport05,6.666666667
Airport11,15
Airport10,7.5
Airport10,36.5
Airport19,5
Airport14,15
Airport10,8.666666667
Airport10,6.5
Airport09,5
Airport08,2
Airport05,5.5
Airport10,5
Airport10,3
Airport19,3
Airport11,10
Airport10,9.5
Airport05,9
Airport05,7.5
Airport02,7
Airport19,6
Airport19,10
Airport05,2.5
Airport08,8.5
Airport05,5
Airport05,16.5
Airport10,12.66666667
Airport02,102.5
Airport10,11
Airport09,66
Airport10,1
Airport05,4.666666667
Airport05,6.5
Airport05,7.5
Airport08,24.33333333
Airport08,23.66666667
Airport05,14.66666667
Airport10,6.666666667
Airport10,6
Airport05,6.666666667
Airport19,19
Airport11,47.5
Airport19,7.5
Airport05,63
Airport10,5
Airport05,27.5
Airport05,9
Airport18,30
Airport05,9
Airport10,18.5
Airport10,3
Airport05,6
Airport05,20
Airport10,5
Airport09,95
Airport10,3.5
Airport05,4
Airport05,3.333333333
Airport05,23
Airport10,4.5
Airport05,23.66666667
Airport05,7.5
Airport08,13
Airport20,3.5
Airport10,16
Airport10,7.5
Airport05,3.5
Airport10,6
Airport10,6
Airport10,5
Airport19,5
Airport10,10
Airport14,17.5
Airport10,44
Airport05,32.5
Airport05,12.5
Airport05,72.5
Airport05,10
Airport08,30.66666667
Airport10,18.5
Airport10,10.5
Airport05,2.666666667
Airport10,9
Airport08,3.333333333
Airport05,16.5
Airport05,18
Airport18,11.66666667
Airport05,10.33333333
Airport17,61
Airport08,2.666666667
Airport05,28.5
Airport05,21
Airport05,19
Airport05,8.5
Airport10,3.666666667
Airport10,4.5
Airport19,26.5
Airport11,51.5
Airport05,6
Airport05,10
Airport10,5
Airport14,6
Airport10,5
Airport19,7.5
Airport10,11.5
Airport05,11.66666667
Airport10,28.5
Airport05,8
Airport11,7.5
Airport05,12
Airport05,4
Airport11,7.333333333
Airport10,21
Airport05,19.5
Airport05,37.5
Airport05,12
Airport10,7.5
Airport05,4.666666667
Airport14,4.5
Airport05,18.5
Airport10,20
Airport16,9.5
Airport10,5
Airport11,47.5
Airport05,3.5
Airport14,22.5
Airport11,40
Airport10,5
Airport19,3.5
Airport10,8.666666667
Airport10,4
Airport05,12.5
Airport17,10
Airport10,9.5
Airport05,5
Airport05,7
Airport10,5
Airport05,11.5
Airport03,27.5
Airport05,6.5
Airport19,5
Airport05,7
Airport18,20
Airport05,2.333333333
Airport10,5
Airport10,10.5
Airport10,21.66666667
Airport09,10
Airport05,30
Airport05,12
Airport05,8
Airport05,8
Airport10,177
Airport08,24
Airport05,7.5
Airport05,3.5
Airport10,9.666666667
Airport14,62.5
Airport10,7.5
Airport14,17.5
Airport05,8.666666667
Airport05,42.5
Airport14,11.5
Airport05,10
Airport10,7.5
Airport08,7.5
Airport09,12.5
Airport05,8
Airport10,9
Airport08,2.666666667
Airport10,2.666666667
Airport05,6.5
Airport11,5
Airport08,17.5
Airport08,6.5
Airport05,40.5
Airport10,15.66666667
Airport08,3
Airport04,11
Airport05,4
Airport08,68.33333333
Airport10,5
Airport07,10
Airport19,11.5
Airport09,10
Airport08,6.5
Airport09,25
Airport05,7
Airport10,8
Airport05,7.5
Airport20,23
Airport10,6
Airport05,11.5
Airport10,11.5
Airport10,7.5
Airport04,7.333333333
Airport08,2.5
Airport05,5
Airport10,10
Airport10,11.5
Airport08,2.5
Airport03,30
Airport12,17.66666667
Airport19,30
Airport05,7
Airport05,6.5
Airport10,15
Airport05,27.5
Airport04,11
Airport19,19.5
Airport14,12.5
Airport04,11
Airport06,22
Airport05,15
Airport06,31.5
Airport05,12.5
Airport10,3.5
Airport03,11
Airport12,23
Airport03,17.5
Airport11,5
Airport15,24
Airport05,6.5
Airport10,8
Airport05,14
Airport03,11
Airport10,10
Airport08,5.666666667
Airport19,41.5
Airport10,19
Airport06,3
Airport05,10
Airport05,6.5
Airport05,5
Airport03,8.5
Airport10,10
Airport08,2.5
Airport05,12.5
Airport10,10.5
Airport10,19.5
Airport08,6
Airport08,2.5
Airport05,10
Airport10,5
Airport11,5
Airport06,16.66666667
Airport19,12.33333333
Airport10,6
Airport05,5
Airport08,6
Airport10,21.5
Airport05,11.66666667
Airport10,8.5
Airport10,20
Airport10,21.5
Airport10,9.5
Airport11,6
Airport05,12.5
Airport08,3.5
Airport08,30
Airport05,8.333333333
Airport04,6.333333333
Airport10,6.5
Airport14,13.33333333
Airport08,5
Airport05,4.666666667
Airport05,50.5
Airport06,3
Airport05,5
Airport08,6.666666667
Airport06,40.5
Airport06,17.5
Airport20,16.5
Airport05,29
Airport05,19
Airport08,25
Airport05,4
Airport11,7
Airport05,3.5
Airport05,7.5
Airport05,10
Airport08,16.5
Airport05,27.66666667
Airport05,4
Airport03,18.33333333
Airport10,17
Airport05,7.5
Airport08,10.5
Airport10,3.5
Airport10,10.33333333
Airport05,6
Airport08,2.333333333
Airport05,10
Airport10,9
Airport08,35
Airport06,22.5
Airport10,15.33333333
Airport03,18.5
Airport05,2
Airport15,31.5
Airport17,20
Airport10,4.333333333
Airport05,20
Airport05,13.33333333
Airport05,20
Airport08,3.333333333
Airport05,10.66666667
Airport05,31
Airport05,44.33333333
Airport06,9
Airport05,10
Airport10,3.5
Airport08,6.666666667
Airport05,73.5
Airport08,11
Airport08,23.66666667
Airport08,48.5
Airport05,10
Airport05,40
Airport11,9
Airport10,11.66666667
Airport16,20
Airport06,41
Airport11,17.5
Airport10,16
Airport11,87.5
Airport05,7.5
Airport08,12
Airport08,8
Airport05,9
Airport08,2
Airport05,10
Airport05,4
Airport10,7.5
Airport05,22.5
Airport05,6.333333333
Airport18,20
Airport15,13
Airport11,62.5
Airport04,10.5
Airport05,6.5
Airport16,4.333333333
Airport20,15
Airport05,8
Airport10,3.333333333
Airport04,7.666666667
Airport05,5
Airport08,22
Airport05,7.5
Airport10,3
Airport05,39
Airport02,85
Airport05,3
Airport05,19.5
Airport08,4.333333333
Airport05,6
Airport05,5
Airport05,18.33333333
Airport17,19.5
Airport10,7.333333333
Airport19,5
Airport10,10.33333333
Airport03,12.5
Airport20,12.5
Airport10,5.333333333
Airport11,47.5
Airport10,4
Airport10,25.33333333
Airport08,5
Airport05,3
Airport17,27.5
Airport14,15.66666667
Airport10,12.5
Airport11,7.5
Airport06,5.5
Airport11,27.5
Airport04,20
Airport14,21.66666667
Airport17,37.5
Airport05,15.5
Airport10,9.5
Airport05,14
Airport20,3.5
Airport10,5
Airport09,45.5
Airport17,12.5
Airport05,3.333333333
Airport06,18.5
Airport08,7.333333333
Airport10,7.666666667
Airport10,6
Airport06,13.5
Airport08,69.5
Airport05,4.333333333
Airport10,5
Airport10,17.5
Airport06,9.666666667
Airport08,5.333333333
Airport10,7.5
Airport10,4.333333333
Airport05,7
Airport19,16.5
Airport05,6
Airport10,51
Airport05,8.333333333
Airport10,16
Airport05,12.5
Airport10,14
Airport05,8.5
Airport06,10
Airport08,6.5
Airport08,19
Airport19,4
Airport10,14
Airport05,9.5
Airport16,68.5
Airport05,7.333333333
Airport04,6
Airport05,15.66666667
Airport08,7.333333333
Airport11,7.5
Airport05,12
Airport05,14
Airport05,5.666666667
Airport10,4
Airport05,11.66666667
Airport06,13.5
Airport08,5.666666667
Airport05,4.333333333
Airport05,7
Airport05,27.5
Airport05,9
Airport19,7
Airport05,5.333333333
Airport10,5.333333333
Airport11,45
Airport08,3
Airport05,6.5
Airport05,4
Airport13,37.5
Airport10,3
Airport05,22.66666667
Airport10,10
Airport09,10
Airport08,6.5
Airport10,5
Airport16,18
Airport05,5.666666667
Airport19,97.5
Airport10,5
Airport10,8.333333333
Airport19,7
Airport05,12.5
Airport10,40
Airport05,22
Airport13,22.5
Airport08,8.333333333
Airport10,6
Airport19,5
Airport17,5.5
Airport05,3.5
Airport08,11
Airport17,22.5
Airport17,5
Airport04,12.33333333
Airport10,44
Airport08,5
Airport05,23
Airport05,4.666666667
Airport06,10
Airport10,20
Airport14,23
Airport05,45
Airport05,14.5
Airport10,3.666666667
Airport08,10.66666667
Airport10,2
Airport08,3
Airport04,51
Airport05,6.666666667
Airport10,6.5
Airport10,14
Airport06,12
Airport05,16
Airport10,9
Airport06,23
Airport17,21
Airport05,3
Airport05,5.666666667
Airport20,12.5
Airport05,9
Airport07,5
Airport05,10
Airport13,20.5
Airport01,15
Airport05,6.5
Airport05,11
Airport09,20
Airport19,11
Airport08,17.5
Airport10,5.5
Airport06,5
Airport04,8.666666667
Airport08,43.5
Airport10,6.666666667
Airport05,17.5
Airport12,9
Airport05,5
Airport20,16
Airport19,32.5
Airport17,17.5
Airport05,7.5
Airport04,12
Airport10,6.666666667
Airport10,11
Airport05,2
Airport05,9
Airport10,10
Airport08,3.666666667
Airport05,11
Airport08,10
Airport19,2.666666667
Airport05,32.5
Airport05,12.5
Airport11,17.5
Airport04,12.33333333
Airport10,7.5
Airport05,5
Airport05,2
Airport05,4.333333333
Airport09,42.5
Airport02,57.5
Airport05,34
Airport05,6
Airport19,3.5
Airport05,13
Airport08,5
Airport05,15
Airport09,17.5
Airport10,7.5
Airport05,16.5
Airport10,16.33333333
Airport05,35.5
Airport05,6.5
Airport10,7.5
Airport10,6
Airport05,5
Airport10,5.5
Airport10,9.666666667
Airport05,7.5
Airport05,5.666666667
Airport10,19.66666667
Airport08,6.333333333
Airport08,3.5
Airport05,7.5
Airport05,5.666666667
Airport17,17.5
Airport05,12
Airport10,14
Airport04,7
Airport08,2
Airport05,5
Airport10,4.666666667
Airport05,17
Airport05,5
Airport19,44
Airport05,120
Airport10,6.666666667
Airport05,17.5
Airport05,10
Airport19,5
Airport08,4
Airport05,18.5
Airport05,40.5
Airport06,6.333333333
Airport17,37
Airport05,2.5
Airport10,44.33333333
Airport10,12.66666667
Airport05,36.66666667
Airport10,5
Airport05,8
Airport06,15
Airport16,5
Airport05,75.5
Airport10,8
Airport05,3.333333333
Airport05,11.66666667
Airport09,7.5
Airport05,21.5
Airport05,12.5
Airport05,14.66666667
Airport05,3.5
Airport10,13
Airport11,6.5
Airport08,4.666666667
Airport20,15
Airport06,23.5
Airport06,82
Airport05,27.5
Airport05,17.5
Airport06,8
Airport14,17.5
Airport10,6
Airport10,19.66666667
Airport09,25
Airport08,9
Airport05,4.333333333
Airport10,8
Airport06,30
Airport05,4
Airport10,27.5
Airport13,23
Airport11,32.5
Airport08,7.5
Airport05,3
Airport10,8
Airport10,7.5
Airport05,10
Airport05,5
Airport05,8.333333333
Airport10,16
Airport08,11
Airport05,13.33333333
Airport10,10
Airport05,5
Airport03,8.5
Airport02,7.5
Airport08,12.33333333
Airport19,7.5
Airport14,40
Airport05,14
Airport11,26.5
Airport05,31.66666667
Airport20,15
Airport19,12.5
Airport05,5
Airport05,4.333333333
Airport05,10.5
Airport02,7.5
Airport19,6.666666667
Airport05,7.5
Airport10,6.666666667
Airport08,4.666666667
Airport05,4.333333333
Airport10,19.66666667
Airport05,5
Airport05,10.66666667
Airport10,7.333333333
Airport05,17.5
Airport08,6
Airport17,12.5
Airport17,7.333333333
Airport11,25
Airport10,5
Airport20,5
Airport05,7.5
Airport05,2.666666667
Airport05,3.5
Airport06,32
Airport10,2.5
Airport10,5.666666667
Airport05,19
Airport06,6.5
Airport17,40
Airport10,5.333333333
Airport07,4.5
Airport17,28.5
Airport01,15
Airport05,18.66666667
Airport10,4
Airport06,41.66666667
Airport06,8
Airport06,9.333333333
Airport06,32
Airport17,9.666666667
Airport08,6.333333333
Airport06,16.5
Airport17,4.5
Airport10,5
Airport17,6
Airport05,7
Airport06,10
Airport10,2.5
Airport17,9
Airport10,12.5
Airport04,7.5
Airport08,3.666666667
Airport06,10.5
Airport06,11.66666667
Airport05,5
Airport05,24.5
Airport05,18.5
Airport06,12.5
Airport20,7.5
Airport10,34
Airport14,9
Airport05,7.5
Airport08,4.5
Airport06,5
Airport17,4
Airport06,8.5
Airport10,5
Airport10,5
Airport06,15
Airport09,60
Airport06,14.5
Airport05,3.333333333
Airport06,8.5
Airport06,8.5
Airport09,30
Airport10,3
Airport06,8.5
Airport06,10
Airport08,10.5
Airport17,5
Airport06,14
Airport05,12
Airport05,13
Airport10,3.333333333
Airport10,5.666666667
Airport06,12.66666667
Airport01,3.5
Airport06,6.5
Airport06,12.5
Airport06,9
Airport10,4
Airport10,3.666666667
Airport06,20
Airport05,25
Airport17,23.5
Airport05,2.666666667
Airport05,4
Airport11,5
Airport06,13.33333333
Airport06,27
Airport05,13
Airport05,7.5
Airport05,5.5
Airport06,7.5
Airport05,9.5
Airport05,10.5
Airport17,5
Airport05,8
Airport05,18.5
Airport04,4
Airport11,7.5
Airport13,47.5
Airport05,2.333333333
Airport12,15
Airport08,3
Airport05,7.5
Airport05,4
Airport05,11
Airport05,5
Airport19,5
Airport05,4.5
Airport01,57.5
Airport05,5
Airport05,6.333333333
Airport05,11
Airport10,11
Airport08,12
Airport05,7.5
Airport05,15
Airport07,20
Airport10,6
Airport08,9.333333333
Airport05,3.5
Airport11,19
Airport09,20
Airport05,6.5
Airport05,4.666666667
Airport05,6
Airport19,7.5
Airport05,8.5
Airport05,4
Airport10,10
Airport05,3.333333333
Airport05,3.333333333
Airport05,19
Airport06,13.33333333
Airport05,63
Airport10,8.333333333
Airport10,8
Airport05,6.5
Airport10,4.333333333
Airport10,8
Airport08,8
Airport16,16
Airport08,7
Airport09,102.5
Airport01,31.33333333
Airport17,10
Airport08,9.5
Airport05,5
Airport05,6
Airport05,5.666666667
Airport05,6
Airport05,7.5
Airport13,95
Airport06,7.5
Airport17,10.5
Airport06,4.5
Airport06,19
Airport05,15
Airport05,13.5
Airport10,7
Airport06,11
Airport10,12.33333333
Airport08,3
Airport10,5
Airport10,31.66666667
Airport08,3.666666667
Airport08,4.333333333
Airport05,7.333333333
Airport05,5.666666667
Airport05,5.666666667
Airport06,4.333333333
Airport05,3.666666667
Airport10,2.333333333
Airport08,151.5
Airport05,35
Airport17,10
Airport10,25.66666667
Airport06,24
Airport10,4.666666667
Airport10,32.5
Airport01,3
Airport06,7.5
Airport20,5
Airport05,12.5
Airport14,14.66666667
Airport20,11.5
Airport08,4.666666667
Airport10,17.5
Airport13,10
Airport19,30
Airport10,4.333333333
Airport05,10
Airport05,17.5
Airport05,13
Airport19,55
Airport10,16.66666667
Airport05,12.66666667
Airport08,4.666666667
Airport11,27.5
Airport06,7.5
Airport19,7
Airport03,31.5
Airport10,12
Airport08,5.666666667
Airport05,12
Airport10,11.33333333
Airport06,14
Airport05,4.333333333
Airport05,6
Airport10,5
Airport10,14
Airport05,27.66666667
Airport16,7.5
Airport10,38
Airport11,6
Airport05,10
Airport14,6
Airport11,7.5
Airport10,11.5
Airport16,22.5
Airport06,14.5
Airport06,51.33333333
Airport05,9
Airport06,13.33333333
Airport06,11
Airport06,39
Airport09,11.5
Airport20,25
Airport03,34.5
Airport05,32.5
Airport19,12.5
Airport06,17.5
Airport17,25
Airport07,9
Airport17,8.5
Airport10,6.333333333
Airport03,33.5
Airport10,18.66666667
Airport10,18.5
Airport06,36.5
Airport05,24
Airport06,63.5
Airport06,16
Airport05,5.666666667
Airport06,27.66666667
Airport05,35
Airport17,42.5
Airport05,4.5
Airport10,3
Airport19,16.5
Airport06,10
Airport05,6.666666667
Airport10,4
Airport11,10
Airport06,57
Airport06,34
Airport03,12.5
Airport05,30.66666667
Airport05,13
Airport06,11
Airport05,9.5
Airport07,179
Airport08,2.333333333
Airport15,36
Airport10,4
Airport05,5
Airport06,21.5
Airport18,26.5
Airport19,5
Airport05,4.666666667
Airport05,17.5
Airport05,4
Airport14,6
Airport06,14
Airport10,8
Airport10,7.666666667
Airport10,9.333333333
Airport08,13
Airport05,9.5
Airport05,11.5
Airport11,15
Airport13,40
Airport10,10.66666667
Airport10,20
Airport10,7.5
Airport04,119
Airport05,13.5
Airport05,10
Airport06,8.5
Airport02,67.5
Airport09,4
Airport05,11.5
Airport08,31.66666667
Airport06,4
Airport05,147.5
Airport08,1.666666667
Airport05,1.666666667
Airport10,55
Airport10,16
Airport18,8
Airport05,17
Airport20,5
Airport05,37.5
Airport10,2.5
Airport01,95
Airport06,15
Airport06,16.5
Airport06,39.66666667
Airport06,7.5
Airport04,15
Airport10,5.666666667
Airport10,3.333333333
Airport05,7
Airport06,22.5
Airport03,60
Airport08,24.5
Airport19,116.5
Airport15,10
Airport05,3
Airport08,10
Airport05,7.5
Airport19,4
Airport10,17
Airport05,3.5
Airport11,7.5
Airport05,5
Airport12,12
Airport18,20
Airport18,6
Airport05,5
Airport10,6.5
Airport05,6.666666667
Airport07,6
Airport10,7.666666667
Airport10,7.333333333
Airport05,62.5
Airport10,15
Airport11,59.5
Airport10,37.5
Airport05,17
Airport10,4.5
Airport06,30
Airport02,15
Airport11,15
Airport08,4.333333333
Airport05,10
Airport10,4.333333333
Airport05,7.5
Airport05,24.5
Airport11,5
Airport05,8.5
Airport11,17
Airport06,17
Airport05,7.666666667
Airport06,8
Airport20,16.5
Airport04,33.33333333
Airport05,4
Airport05,6
Airport08,4
Airport01,80
Airport20,36.5
Airport13,15
Airport10,39
Airport15,17.5
Airport05,5
Airport19,42.5
Airport10,15
Airport06,18
Airport10,3.666666667
Airport05,4.333333333
Airport10,16.5
Airport13,195.5
Airport05,6.5
Airport05,7.666666667
Airport10,9.5
Airport08,21.5
Airport08,10
Airport05,27.5
Airport05,8
Airport10,49.66666667
Airport06,7.5
Airport06,7
Airport19,10
Airport19,7.5
Airport10,19.5
Airport05,12.5
Airport05,6.666666667
Airport09,25
Airport10,17
Airport08,2.333333333
Airport20,12.5
Airport20,13.5
Airport10,71.5
Airport06,37.5
Airport04,2.333333333
Airport19,26
Airport14,21.5
Airport05,5
Airport18,7.5
Airport05,63
Airport10,11.66666667
Airport10,12
Airport16,22.5
Airport05,10
Airport11,13.66666667
Airport11,12.5
Airport15,96
Airport10,4
Airport08,8.666666667
Airport06,9.5
Airport08,5
Airport05,10
Airport05,7.5
Airport14,12
Airport05,11.5
Airport10,8
Airport10,10.5
Airport17,38.5
Airport17,2
Airport18,15
Airport06,18
Airport06,16.66666667
Airport06,37.33333333
Airport06,35.5
Airport18,5
Airport06,19.5
Airport06,10
Airport12,16.5
Airport06,7
Airport10,11.5
Airport10,18.5
Airport11,30
Airport15,35
Airport10,7
Airport10,7
Airport08,17.5
Airport06,3.5
Airport06,5
Airport05,13.5
Airport10,10.66666667
Airport08,2.5
Airport06,20
Airport11,15
Airport05,16
Airport08,4.333333333
Airport08,10
Airport08,31
Airport20,10
Airport05,11
Airport15,13
Airport05,27
Airport19,34.5
Airport04,8
Airport08,124
Airport08,18.5
Airport19,40
Airport10,6.666666667
Airport20,9.5
Airport20,5
Airport08,23.66666667
Airport05,8.5
Airport10,6
Airport10,7
Airport05,4.5
Airport11,7.5
Airport05,9.5
Airport19,15
Airport05,6.5
Airport05,11.33333333
Airport05,12
Airport20,27.5
Airport10,6.5
Airport03,16
Airport04,12
Airport08,4
Airport05,32.5
Airport18,7.5
Airport05,13.5
Airport06,21
Airport05,4
Airport11,39.33333333
Airport02,32.5
Airport11,9
Airport11,7.5
Airport05,6
Airport06,10.5
Airport05,18.33333333
Airport06,25
Airport06,22.5
Airport19,5
Airport06,9.5
Airport02,57.5
Airport19,57.5
Airport19,9
Airport11,50
Airport06,5
Airport18,202.5
Airport05,7
Airport09,13.5
Airport05,9
Airport15,24
Airport05,3.5
Airport05,6
Airport05,10.66666667
Airport01,10
Airport19,9.5
Airport06,18
Airport04,30
Airport05,67.5
Airport05,3.333333333
Airport05,12
Airport10,5.333333333
Airport20,9.5
Airport05,90
Airport10,6
Airport05,4.5
Airport05,32.5
Airport10,30
Airport08,5.666666667
Airport05,30
Airport10,18.5
Airport16,35
Airport20,35
Airport06,8.5
Airport05,38
Airport11,7.5
Airport06,12.5
Airport06,13.5
Airport10,27.66666667
Airport04,8.333333333
Airport05,10
Airport03,6.5
Airport05,35
Airport05,82.5
Airport10,40.33333333
Airport08,6
Airport05,7.5
Airport05,6.5
Airport10,5.333333333
Airport06,93
Airport03,5
Airport06,4.666666667
Airport17,14
Airport19,10
Airport05,13.5
Airport05,22
Airport03,17.66666667
Airport08,10
Airport05,4
Airport03,28.5
Airport18,15
Airport05,39.5
Airport05,24
Airport05,7.5
Airport19,7.5
Airport05,6.5
Airport10,14.33333333
Airport06,28.33333333
Airport20,11.5
Airport17,5
Airport03,77.5
Airport05,33.5
Airport05,3
Airport10,12.5
Airport05,21
Airport06,7
Airport19,10
Airport10,12.33333333
Airport04,41
Airport11,20
Airport16,82.5
Airport18,12.5
Airport17,32.5
Airport05,6.666666667
Airport17,18.5
Airport06,52
Airport17,17.5
Airport10,7.5
Airport08,32.5
Airport16,69
Airport08,13.66666667
Airport05,9
Airport20,25
Airport05,17.5
Airport10,4.5
Airport08,4.666666667
Airport05,13
Airport05,53.33333333
Airport05,37.5
Airport05,15.66666667
Airport05,3.5
Airport10,7
Airport09,12.5
Airport11,43.5
Airport08,7.5
Airport04,10.33333333
Airport06,18
Airport09,52.5
Airport05,13.5
Airport08,17
Airport17,16
Airport05,62
Airport18,12.5
Airport05,7.5
Airport06,24.5
Airport05,12
Airport01,7.5
Airport06,53
Airport05,2.5
Airport06,36
Airport03,5
Airport05,21
Airport06,33.66666667
Airport06,6
Airport06,22
Airport10,9.666666667
Airport05,17.66666667
Airport20,22.5
Airport03,17.5
Airport05,20.5
Airport05,9
Airport08,135
Airport16,13
Airport04,10.33333333
Airport01,621.5
Airport17,60
Airport05,13.5
Airport18,12
Airport06,29
Airport06,44.5
Airport10,5
Airport11,38.5
Airport05,42
Airport05,9.333333333
Airport05,15
Airport10,30.5
Airport06,26
Airport06,12
Airport17,16.66666667
Airport17,4
Airport06,12.5
Airport03,28
Airport19,12.5
Airport20,7.5
Airport17,80
Airport06,12.33333333
Airport17,102.5
Airport08,4
Airport08,5
Airport17,60
Airport08,4
Airport19,4.5
Airport16,3.5
Airport05,4.333333333
Airport05,13
Airport14,18
Airport05,5.5
Airport10,21.5
Airport05,18.33333333
Airport19,30.5
Airport10,7.5
Airport08,8.333333333
