Airport,DelayTime
Airport05,11.5
Airport09,12.5
Airport07,5.5
Airport05,120
Airport05,3
Airport05,10
Airport19,4
Airport12,11
Airport11,5
Airport09,20
Airport05,2.5
Airport08,20
Airport10,7
Airport17,10
Airport05,50
Airport07,7
Airport15,10
Airport05,18
Airport10,9
Airport08,14
Airport17,18
Airport05,10
Airport05,5
Airport15,9
Airport06,22.5
Airport05,30
Airport14,25
Airport06,113
Airport08,5
Airport17,20
Airport20,5
Airport05,40
Airport14,19
Airport08,89.5
Airport05,10
Airport15,20
Airport08,10
Airport16,5
Airport08,7
Airport05,20
Airport08,6
Airport08,9
Airport06,25
Airport08,9
Airport01,555
Airport05,8
Airport05,9
Airport08,7
Airport05,20
Airport05,14
Airport05,17
Airport09,12
Airport05,15
Airport08,10
Airport05,5
Airport05,6
Airport17,6
Airport05,43
Airport01,10
Airport05,55
Airport19,20
Airport06,7
Airport04,3.5
Airport08,11
Airport08,59
Airport18,20
Airport05,25
Airport08,12
Airport10,25
Airport17,9
Airport17,8
Airport08,40
Airport08,4.666666667
Airport07,9
Airport19,5
Airport05,50
Airport17,15
Airport08,6
Airport10,7
Airport08,9
Airport10,15
Airport17,6
Airport08,35
Airport05,20
Airport19,5
Airport17,20
Airport15,13
Airport08,6
Airport17,4
Airport05,55
Airport18,50
Airport04,5
Airport10,5
Airport17,7
Airport05,15
Airport11,7.5
Airport04,7
Airport20,111
Airport10,295
Airport10,5
Airport05,37
Airport11,5
Airport05,5
Airport10,5
Airport14,11
Airport04,5
Airport08,115
Airport08,40
Airport05,60
Airport08,41
Airport05,43
Airport05,72
Airport16,25
Airport05,67
Airport08,12.5
Airport05,70
Airport05,77
Airport19,9
Airport05,24
Airport05,18
Airport17,25
Airport06,6
Airport06,15
Airport04,5
Airport08,5
Airport05,107
Airport05,5
Airport05,15
Airport05,12.5
Airport05,25
Airport17,25
Airport05,70
Airport08,20
Airport07,14
Airport07,13.5
Airport17,5
Airport10,5
Airport05,112
Airport10,3.333333333
Airport15,24
Airport19,15
Airport08,5
Airport05,2.5
Airport16,5
Airport05,25
Airport05,7
Airport05,25
Airport05,25
Airport07,12
Airport08,22.5
Airport05,12
Airport05,80
Airport03,10
Airport05,3
Airport08,9
Airport19,10
Airport10,10
Airport19,5
Airport03,10
Airport08,4.333333333
Airport18,35
Airport05,25
Airport08,4
Airport03,10
Airport17,8
Airport04,15
Airport08,21
Airport05,5
Airport05,5.5
Airport05,11
Airport08,5
Airport08,30
Airport05,12
Airport03,7
Airport07,6
Airport08,7
Airport19,7
Airport05,7
Airport05,20
Airport08,10
Airport05,5
Airport05,65
Airport05,9
Airport03,40
Airport08,5
Airport08,4
Airport10,5
Airport06,25
Airport08,14
Airport12,242
Airport05,2
Airport10,1.5
Airport08,5.666666667
Airport08,25
Airport08,16.5
Airport04,12
Airport05,16
Airport08,9
Airport15,13
Airport08,35
Airport05,72
Airport08,9
Airport07,19
Airport05,65
Airport17,10
Airport05,20
Airport05,7
Airport12,5.5
Airport08,29
Airport07,15
Airport16,9
Airport11,40
Airport11,13
Airport05,7
Airport05,6
Airport05,5
Airport17,5
Airport05,3.5
Airport17,15
Airport16,7
Airport05,8.666666667
Airport05,72
Airport05,60
Airport03,20
Airport01,13.33333333
Airport06,16
Airport08,40
Airport17,1
Airport05,65
Airport11,5
Airport05,10
Airport17,20
Airport06,13
Airport12,12.5
Airport05,117
Airport05,5
Airport05,27
Airport09,10
Airport10,3
Airport08,10
Airport08,4
Airport05,5
Airport05,19
Airport08,8
Airport11,5.5
Airport17,30
Airport11,15
Airport05,24
Airport05,10
Airport05,5
Airport07,9
Airport17,25
Airport15,10
Airport17,5
Airport05,5
Airport08,5
Airport05,25
Airport17,11
Airport05,4
Airport05,7
Airport03,10
Airport05,3
Airport09,5
Airport08,6
Airport08,9
Airport05,10
Airport17,20
Airport03,45
Airport01,60
Airport17,38
Airport19,22
Airport19,14
Airport15,9
Airport08,9
Airport11,187
Airport17,75
Airport08,2.5
Airport05,23
Airport05,645
Airport05,102
Airport17,7
Airport17,20
Airport05,10
Airport08,4
Airport05,58
Airport10,3.5
Airport08,4
Airport15,10
Airport06,1
Airport06,7
Airport08,6.5
Airport05,17
Airport08,10
Airport05,5
Airport08,6
Airport17,15
Airport08,70
Airport17,20
Airport17,19
Airport05,6
Airport18,10
Airport05,5
Airport04,5.5
Airport10,27
Airport17,65
Airport11,20
Airport08,20
Airport20,4
Airport05,4
Airport10,15
Airport17,10
Airport08,7
Airport08,5
Airport08,10
Airport19,5
Airport01,30
Airport04,9
Airport05,5
Airport09,5
Airport05,10
Airport03,92
Airport07,7
Airport10,2.5
Airport15,22
Airport08,5
Airport08,2.5
Airport06,8
Airport18,15
Airport06,15
Airport18,5
Airport17,1
Airport08,10
Airport18,10
Airport08,8
Airport15,25
Airport19,7.5
Airport05,2
Airport17,20
Airport10,3.5
Airport05,4
Airport08,2
Airport05,10
Airport04,16
Airport08,11
Airport08,40
Airport05,42
Airport08,10
Airport08,5
Airport05,2
Airport05,7.5
Airport05,5
Airport06,4
Airport05,15
Airport08,15
Airport16,15
Airport10,30
Airport05,15
Airport15,20
Airport03,10
Airport10,6
Airport17,4
Airport08,21
Airport08,15
Airport10,24
Airport08,30
Airport08,7
Airport03,10
Airport17,9
Airport08,20
Airport08,20
Airport18,10
Airport03,26
Airport05,7
Airport05,5
Airport05,10
Airport05,5
Airport12,10.66666667
Airport08,12
Airport05,9
Airport05,55
Airport08,5
Airport17,8
Airport17,8
Airport03,20
Airport06,10
Airport08,10
Airport07,12
Airport19,20
Airport19,10
Airport18,60
Airport19,7
Airport10,27
Airport05,5
Airport08,20.5
Airport06,2
Airport05,5
Airport08,16
Airport03,5
Airport13,5
Airport12,9.5
Airport03,30
Airport17,60
Airport10,49
Airport05,15
Airport17,10
Airport10,6.5
Airport08,26
Airport08,2.5
Airport10,14
Airport05,13.5
Airport03,10
Airport11,5
Airport10,6
Airport07,6.5
Airport10,15
Airport17,32.5
Airport19,5
Airport17,2
Airport17,9
Airport17,9
Airport05,50
Airport08,35
Airport11,5
Airport08,8.5
Airport13,16
Airport05,3.5
Airport17,4
Airport05,9
Airport08,16
Airport05,40
Airport05,30
Airport09,35
Airport03,20
Airport17,15
Airport05,26
Airport06,1
Airport06,4
Airport08,7.5
Airport17,40
Airport17,11
Airport05,140
Airport05,23
Airport19,5
Airport09,9
Airport03,20
Airport17,10
Airport05,45
Airport08,202
Airport08,5.666666667
Airport06,12
Airport05,120
Airport10,5
Airport18,17
Airport04,6
Airport08,5
Airport05,92.5
Airport08,7
Airport05,5
Airport17,14
Airport11,35
Airport05,10
Airport05,15
Airport05,155
Airport08,6
Airport08,3
Airport10,3.5
Airport17,19
Airport08,3.5
Airport06,9
Airport08,10
Airport05,10
Airport07,10
Airport03,15
Airport08,4.5
Airport10,25
Airport07,5
Airport03,45
Airport11,18
Airport05,11
Airport08,7
Airport05,5.5
Airport05,5
Airport17,5
Airport17,4
Airport05,10
Airport17,50
Airport17,70
Airport08,21
Airport10,5
Airport05,10
Airport19,14.5
Airport17,12
Airport07,9.5
Airport10,3.5
Airport06,4
Airport06,46
Airport03,27
Airport03,25
Airport07,6
Airport20,35
Airport17,5
Airport10,5
Airport07,94
Airport08,20
Airport17,20
Airport16,30
Airport05,157
Airport11,10
Airport10,7
Airport04,2.5
Airport08,11
Airport16,25
Airport05,68
Airport10,9
Airport20,35
Airport05,15
Airport11,15
Airport17,190
Airport05,7
Airport08,4.5
Airport10,4.5
Airport07,13
Airport10,6
Airport05,5
Airport06,9
Airport08,8
Airport08,14
Airport05,8.5
Airport07,11.5
Airport05,10
Airport05,15
Airport11,5
Airport08,3
Airport17,10
Airport05,85
Airport05,7
Airport08,6
Airport08,24
Airport08,10
Airport10,5
Airport05,8
Airport05,20
Airport04,24
Airport04,2.5
Airport08,2.5
Airport08,18
Airport08,25
Airport18,10
Airport17,11
Airport05,13
Airport10,5
Airport04,5.5
Airport05,7
Airport07,19
Airport05,60
Airport08,5
Airport08,4.5
Airport19,7
Airport05,105
Airport05,11
Airport10,3
Airport03,39
Airport03,19
Airport08,7
Airport05,5
Airport03,25
Airport03,21
Airport05,10
Airport08,4
Airport08,14
Airport20,35
Airport05,10
Airport05,10
Airport03,25
Airport06,6.5
Airport06,26
Airport08,6
Airport08,5
Airport08,4
Airport18,180
Airport04,6
Airport08,6.5
Airport03,5
Airport05,30
Airport08,20
Airport05,10
Airport08,9.5
Airport05,80
Airport08,7
Airport05,5.5
Airport08,12.5
Airport08,2.5
Airport17,30
Airport10,8.5
Airport03,5
Airport08,13
Airport03,13
Airport08,20
Airport08,10
Airport10,36
Airport08,30
Airport05,10
Airport18,60
Airport05,12
Airport10,5
Airport08,6
Airport05,8
Airport08,4
Airport08,3
Airport08,8
Airport10,4
Airport05,290
Airport05,106
Airport10,5
Airport11,5
Airport08,18.5
Airport05,10
Airport06,6
Airport04,6.5
Airport05,5
Airport05,4.666666667
Airport10,21.33333333
Airport17,18
Airport08,5
Airport08,40
Airport10,4.5
Airport08,10
Airport18,30
Airport05,10
Airport05,40
Airport03,62
Airport10,19
Airport08,11.5
Airport05,5
Airport08,4
Airport06,27
Airport08,17
Airport19,55
Airport05,5
Airport08,3.5
Airport05,45
Airport10,15.5
Airport05,25
Airport03,20
Airport08,5
Airport08,6
Airport05,15
Airport10,8.5
Airport05,130
Airport05,5
Airport03,120
Airport08,3
Airport08,2.5
Airport05,10
Airport08,7
Airport04,7.5
Airport17,11
Airport08,7
Airport17,5
Airport10,11
Airport05,7.5
Airport06,1
Airport19,7
Airport08,10
Airport08,10
Airport05,10.5
Airport05,45
Airport08,3
Airport11,25
Airport08,45
Airport08,2
Airport05,5
Airport11,22
Airport08,7
Airport17,8
Airport05,15
Airport05,4
Airport20,6
Airport16,30
Airport10,4.5
Airport05,5
Airport10,9
Airport08,5
Airport05,15
Airport08,19
Airport05,5
Airport15,19
Airport12,2
Airport12,12
Airport04,9
Airport08,4.333333333
Airport05,42
Airport11,20
Airport10,5.333333333
Airport05,25
Airport11,7
Airport05,11
Airport11,116
Airport20,30
Airport10,12.5
Airport08,5
Airport19,10
Airport08,5.333333333
Airport05,6.5
Airport08,5.5
Airport05,10
Airport10,7
Airport10,3
Airport05,12
Airport19,8
Airport10,6.5
Airport10,120
Airport20,5
Airport08,3
Airport05,2.5
Airport11,15
Airport03,25
Airport05,2
Airport10,4
Airport10,9
Airport04,7
Airport08,5
Airport05,10
Airport10,8
Airport06,5
Airport08,6
Airport11,15
Airport01,15
Airport13,5
Airport08,3
Airport05,6
Airport05,14
Airport08,7
Airport10,5
Airport10,6
Airport08,2.5
Airport05,18
Airport07,4
Airport17,130
Airport11,75
Airport08,3
Airport20,72
Airport08,2.333333333
Airport16,10
Airport19,5
Airport08,8
Airport06,3.5
Airport20,10
Airport03,90
Airport11,10
Airport10,12
Airport10,4
Airport08,15
Airport10,5
Airport10,5
Airport11,17.5
Airport04,9
Airport08,30
Airport05,3
Airport08,8.5
Airport05,340
Airport05,5
Airport08,17
Airport05,5
Airport20,5
Airport03,5
Airport18,7
Airport05,5
Airport08,4.333333333
Airport05,10
Airport10,6
Airport10,8
Airport17,35
Airport04,9.5
Airport08,10
Airport08,6.5
Airport05,22
Airport11,10
Airport06,4
Airport08,10
Airport08,6.666666667
Airport17,15
Airport05,15
Airport05,5
Airport15,6
Airport08,98
Airport05,5
Airport08,45
Airport10,12.5
Airport05,6.5
Airport10,6
Airport03,10
Airport07,10
Airport17,15
Airport17,17
Airport05,5
Airport08,3
Airport08,12.5
Airport08,4
Airport08,4.5
Airport05,5
Airport10,11
Airport05,8.5
Airport09,38
Airport12,14.5
Airport10,3.5
Airport05,13
Airport07,25.33333333
Airport05,18
Airport10,15
Airport05,15
Airport10,21
Airport05,21
Airport10,8
Airport15,19
Airport10,19.5
Airport05,20
Airport05,9
Airport08,15
Airport05,3
Airport08,5
Airport17,5
Airport10,2.5
Airport15,8
Airport08,4
Airport11,5
Airport12,6.5
Airport05,5
Airport08,4.5
Airport16,10
Airport05,5
Airport01,50
Airport12,13
Airport10,8
Airport08,6
Airport05,60
Airport05,45
Airport05,45
Airport05,7
Airport05,16
Airport05,15
Airport08,5
Airport19,10
Airport05,15
Airport10,8.5
Airport17,50
Airport05,10
Airport07,74
Airport05,5
Airport08,18
Airport05,3
Airport19,8
Airport05,6
Airport05,5
Airport08,10
Airport03,13
Airport17,10
Airport08,5
Airport08,5
Airport08,3.5
Airport10,7
Airport08,6.5
Airport07,10.5
Airport08,2.5
Airport08,3.5
Airport19,5
Airport05,18
Airport05,8.5
Airport08,14
Airport19,14
Airport08,10
Airport04,11
Airport05,5
Airport08,15
Airport05,7
Airport05,13
Airport17,13.33333333
Airport05,3
Airport08,15
Airport18,157
Airport10,6
Airport07,6
Airport03,56
Airport18,33
Airport05,4
Airport05,5
Airport14,105
Airport05,23
Airport10,9
Airport08,8.5
Airport05,10
Airport17,18
Airport05,10
Airport04,11
Airport05,40
Airport08,5
Airport17,30
Airport05,3.5
Airport07,11
Airport11,50
Airport19,5
Airport10,9
Airport05,10
Airport08,8
Airport06,5
Airport05,6
Airport20,8
Airport17,15
Airport08,7
Airport19,5
Airport05,10
Airport05,10
Airport08,4
Airport08,17
Airport08,10
Airport05,4
Airport05,35
Airport08,22
Airport09,5
Airport18,10
Airport03,5
Airport19,5
Airport06,5
Airport03,35
Airport01,6
Airport10,3
Airport15,40
Airport06,6
Airport08,10
Airport08,6.5
Airport10,6
Airport05,15
Airport04,5
Airport11,25
Airport05,13
Airport05,30
Airport17,10
Airport05,2.5
Airport15,19
Airport08,3
Airport05,32
Airport18,5
Airport08,4
Airport08,4
Airport10,3
Airport18,15
Airport03,17.5
Airport06,6
Airport19,5
Airport05,30
Airport08,17
Airport05,45
Airport05,7.5
Airport10,7
Airport06,8
Airport05,6
Airport08,3
Airport08,3
Airport04,6
Airport05,25
Airport05,12
Airport17,5
Airport05,4
Airport08,7
Airport08,4
Airport05,10
Airport05,32
Airport10,10
Airport05,4
Airport04,4.5
Airport16,50
Airport05,75
Airport05,4
Airport10,7
Airport17,15
Airport05,10
Airport08,21
Airport10,3
Airport05,5
Airport01,40
Airport06,2
Airport08,2.5
Airport05,10
Airport03,25
Airport08,84
Airport10,3.5
Airport10,24
Airport04,8
Airport08,4
Airport05,15
Airport08,13
Airport08,10
Airport05,26
Airport05,20
Airport08,9
Airport08,15
Airport08,3
Airport05,4.5
Airport17,3
Airport05,7
Airport08,3
Airport08,3.5
Airport05,2.5
Airport08,24
Airport11,10
Airport03,10
Airport17,5
Airport07,6.5
Airport05,5
Airport05,5
Airport07,6
Airport12,7.5
Airport05,15
Airport05,12
Airport05,2.5
Airport08,90
Airport08,3
Airport10,7
Airport05,20
Airport06,2
Airport17,15
Airport05,77.5
Airport05,20
Airport03,14
Airport05,10
Airport16,5
Airport11,15
Airport08,11
Airport03,10
Airport03,8
Airport08,5
Airport08,4
Airport11,10
Airport05,16
Airport08,5.5
Airport10,29.5
Airport17,9
Airport05,4
Airport10,7.666666667
Airport05,5
Airport07,6
Airport05,20
Airport10,7
Airport05,8
Airport10,10
Airport10,5
Airport04,11
Airport05,15
Airport05,2.5
Airport03,10
Airport17,60
Airport17,10
Airport05,3.5
Airport05,15
Airport08,17.5
Airport08,2.5
Airport05,4
Airport10,8
Airport13,43
Airport09,25
Airport04,2.5
Airport17,12.5
Airport03,50
Airport11,5
Airport10,8
Airport19,5
Airport05,4
Airport13,363
Airport10,5
Airport05,2.5
Airport03,70
Airport05,195
Airport04,8.5
Airport08,9.5
Airport08,3
Airport13,10
Airport04,71
Airport03,10
Airport08,69
Airport10,5.5
Airport19,5
Airport05,4
Airport11,12
Airport19,4
Airport10,16.5
Airport05,20
Airport08,49
Airport08,45
Airport10,78
Airport08,17.5
Airport08,20
Airport05,7.5
Airport18,10
Airport05,60
Airport17,5
Airport11,63
Airport05,7
Airport10,5
Airport09,15
Airport08,6
Airport13,10
Airport10,27
Airport16,10
Airport05,6.5
Airport05,20
Airport05,5
Airport07,5
Airport11,9
Airport05,5
Airport05,5
Airport05,10
Airport10,6
Airport08,5
Airport05,4
Airport05,8
Airport08,10
Airport05,3.333333333
Airport05,10
Airport10,2
Airport03,5
Airport03,10
Airport04,3.5
Airport08,16
Airport05,45
Airport08,3.5
Airport05,4
Airport05,3.666666667
Airport05,5
Airport17,4
Airport05,4.5
Airport08,4
Airport16,45
Airport03,10
Airport05,29
Airport17,73
Airport05,5
Airport16,40
Airport05,95
Airport19,5
Airport17,11
Airport05,8
Airport08,27
Airport10,9
Airport10,7
Airport10,3
Airport13,5
Airport19,25
Airport05,8
Airport04,7
Airport05,5.5
Airport19,55
Airport17,4
Airport08,10
Airport08,85
Airport17,10
Airport17,3
Airport11,25.5
Airport08,3.5
Airport03,15
Airport03,15
Airport17,25
Airport09,55
Airport08,10
Airport05,5
Airport04,3.5
Airport11,10
Airport10,3.666666667
Airport16,15
Airport08,14
Airport08,17
Airport05,2
Airport04,9
Airport01,18
Airport17,15
Airport13,10
Airport10,12
Airport08,9
Airport05,15
Airport16,9
Airport03,24
Airport07,7.5
Airport05,10
Airport05,10
Airport10,3
Airport16,5
Airport09,20
Airport04,6
Airport05,10
Airport04,11
Airport08,8
Airport08,285
Airport05,100
Airport08,20
Airport08,7.5
Airport08,4.333333333
Airport05,5
Airport13,35
Airport05,15
Airport10,4
Airport10,8.333333333
Airport05,15
Airport06,7
Airport05,8
Airport03,25
Airport10,8
Airport10,3.5
Airport05,4.5
Airport04,9
Airport03,65
Airport10,8
Airport11,4
Airport19,10
Airport05,9
Airport10,3
Airport08,6
Airport03,10
Airport08,5
Airport05,10
Airport05,5
Airport05,5
Airport05,45
Airport05,6
Airport03,15
Airport05,87.5
Airport10,44
Airport17,10
Airport04,10.5
Airport05,3
Airport10,4
Airport10,15
Airport08,5.5
Airport06,3
Airport05,7
Airport18,8
Airport08,4
Airport17,2
Airport08,2
Airport05,15
Airport04,7.5
Airport08,77
Airport15,10
Airport05,5
Airport08,10
Airport14,7.5
Airport08,19
Airport05,25
Airport05,5
Airport05,15
Airport05,4.666666667
Airport10,218
Airport07,7.5
Airport10,2.5
Airport10,6.5
Airport10,5
Airport17,7
Airport05,85
Airport08,4
Airport08,5
Airport08,16
Airport17,5
Airport08,25
Airport04,9
Airport05,6
Airport08,13
Airport04,6
Airport08,3
Airport07,5
Airport11,10
Airport05,5
Airport11,14
Airport05,4
Airport18,9
Airport17,7
Airport05,3
Airport06,2
Airport08,7
Airport19,5
Airport05,3
Airport19,5
Airport05,10
Airport04,15.5
Airport05,21
Airport20,7
Airport05,6
Airport10,3.5
Airport05,7
Airport08,5
Airport08,27
Airport05,17
Airport08,160
Airport19,6
Airport05,5
Airport03,12
Airport07,7.5
Airport19,15
Airport05,8
Airport14,30
Airport05,4
Airport08,8
Airport05,8
Airport05,10
Airport16,5
Airport05,35
Airport05,65
Airport05,5
Airport05,10
Airport05,85
Airport11,5
Airport05,105
Airport05,3.5
Airport04,4
Airport05,5
Airport05,6
Airport08,55
Airport07,7.5
Airport05,7
Airport05,4.333333333
Airport05,3.666666667
Airport07,8
Airport05,5
Airport08,4
Airport05,10
Airport03,10
Airport03,10
Airport05,10
Airport05,13
Airport04,9.5
Airport11,7.5
Airport08,3
Airport05,2.666666667
Airport05,17
Airport04,15
Airport05,6
Airport08,8
Airport05,13
Airport05,10
Airport07,7.5
Airport05,12
Airport05,2
Airport05,4
Airport10,5
Airport05,14
Airport07,75
Airport13,70
Airport20,5
Airport10,12
Airport08,4
Airport05,4
Airport19,10
Airport05,10
Airport03,15
Airport08,5.5
Airport10,11
Airport10,5
Airport08,5.5
Airport05,4.5
Airport14,9
Airport08,25
Airport10,45
Airport07,7.5
Airport05,12
Airport05,33
Airport04,3
Airport09,50
Airport10,200
Airport08,5
Airport10,172
Airport10,155
Airport04,6
Airport07,5.5
Airport10,120
Airport05,5
Airport08,5
Airport05,60
Airport05,70
Airport05,122
Airport08,5
Airport08,8.333333333
Airport08,7.5
Airport08,13
Airport10,3
Airport08,3.5
Airport07,8
Airport05,15
Airport12,39
Airport08,5
Airport14,29
Airport05,4.5
Airport17,9
Airport05,3.5
Airport08,10
Airport07,7.5
Airport05,5
Airport19,60
Airport05,13
Airport05,5
Airport04,7
Airport08,5.5
Airport08,5
Airport09,10
Airport08,120
Airport05,140
Airport07,6.5
Airport05,15
Airport05,4.5
Airport04,7
Airport04,8
Airport08,4
Airport10,79
Airport08,5.5
Airport10,8
Airport11,5
Airport05,140
Airport03,20
Airport08,16
Airport05,15
Airport05,10
Airport05,4.5
Airport18,20
Airport08,5.666666667
Airport08,11
Airport17,40
Airport10,3
Airport05,3.5
Airport10,15
Airport07,42
Airport05,4
Airport08,5
Airport07,4.5
Airport18,10
Airport10,15
Airport05,5
Airport05,10
Airport05,10
Airport08,5
Airport08,10.5
Airport08,3
Airport05,2.5
Airport05,4
Airport05,10
Airport10,5
Airport08,5.5
Airport14,21
Airport05,5
Airport05,20
Airport08,5
Airport08,4
Airport08,155
Airport05,30
Airport08,8
Airport10,25
Airport08,90
Airport08,8.5
Airport05,10
Airport05,7
Airport11,22
Airport18,10
Airport10,10.5
Airport10,5
Airport05,3
Airport03,15
Airport12,2
Airport14,26
Airport05,3
Airport18,20
Airport08,6.5
Airport08,7
Airport10,35
Airport10,7
Airport05,10
Airport08,6
Airport10,5.5
Airport08,7
Airport05,40
Airport05,120
Airport19,10
Airport05,4
Airport03,30
Airport08,34
Airport08,35
Airport10,12
Airport08,13
Airport09,8
Airport08,8
Airport08,3.5
Airport05,16.5
Airport05,6.5
Airport07,235
Airport10,5
Airport05,5
Airport08,5
Airport05,25
Airport14,9
Airport08,5
Airport10,5
Airport05,45
Airport14,9
Airport05,5
Airport08,4.5
Airport10,10
Airport05,4
Airport08,96
Airport11,5
Airport08,23
Airport17,3
Airport05,2
Airport10,3
Airport16,5
Airport19,5
Airport05,10
Airport05,5
Airport14,29
Airport10,5
Airport08,11.5
Airport05,5
Airport05,10
Airport19,4
Airport14,17
Airport10,3
Airport05,2.5
Airport08,5.5
Airport20,25
Airport10,20
Airport20,11
Airport16,20
Airport10,45
Airport05,3.5
Airport05,8
Airport03,10
Airport05,50
Airport05,5
Airport05,5
Airport05,8
Airport05,5
Airport10,10
Airport05,20
Airport08,10
Airport05,4
Airport08,4.5
Airport08,48
Airport10,52
Airport08,6
Airport10,5
Airport08,20
Airport07,11
Airport08,18
Airport05,6
Airport19,28
Airport08,10
Airport08,15
Airport08,6
Airport05,10
Airport10,4.5
Airport19,6
Airport09,15
Airport04,7
Airport05,5
Airport04,13.5
Airport09,8
Airport10,20
Airport16,15
Airport08,39.33333333
Airport04,16
Airport18,5
Airport05,5
Airport10,5
Airport02,20
Airport04,98
Airport01,15
Airport05,5
Airport04,19
Airport08,5.5
Airport09,40
Airport05,25
Airport08,37
Airport03,10
Airport18,5
Airport08,15
Airport10,4
Airport19,12
Airport05,10
Airport08,7
Airport08,15
Airport11,10
Airport05,11
Airport05,45
Airport05,5
Airport05,5
Airport18,10
Airport05,59
Airport07,20
Airport05,64
Airport10,5
Airport05,15
Airport08,8
Airport05,3
Airport03,10
Airport17,12
Airport05,5
Airport05,10
Airport14,26
Airport05,11
Airport08,6
Airport08,36
Airport08,34
Airport08,26
Airport05,5
Airport08,7
Airport05,26.66666667
Airport08,40
Airport08,11
Airport17,10
Airport08,37
Airport08,23
Airport05,60
Airport05,75
Airport05,35
Airport08,10
Airport05,25
Airport08,14
Airport09,12
Airport09,10
Airport08,27
Airport05,10
Airport05,9
Airport05,5
Airport09,3
Airport04,3.5
Airport05,8
Airport05,46
Airport07,5
Airport10,8
Airport05,5
Airport19,5
Airport08,60.66666667
Airport11,5
Airport17,40
Airport19,24.5
Airport11,25
Airport10,45
Airport08,6
Airport10,17
Airport05,10
Airport05,10
Airport03,10
Airport10,10
Airport05,4
Airport10,76
Airport10,58
Airport10,11.5
Airport10,120
Airport05,5.5
Airport03,10
Airport09,55
Airport09,10
Airport05,5
Airport10,106
Airport05,3
Airport05,5
Airport10,66
Airport10,110
Airport05,90
Airport10,50
Airport08,12
Airport08,4
Airport08,57
Airport08,49
Airport11,110
Airport07,11
Airport05,90
Airport10,15
Airport10,120
Airport08,4.5
Airport08,10
Airport09,15
Airport05,6
Airport08,5
Airport10,8
Airport05,5
Airport08,10
Airport10,7.5
Airport05,9
Airport08,6
Airport08,4
Airport05,7
Airport08,10.5
Airport08,2.5
Airport14,3
Airport10,2.5
Airport08,16
Airport10,15
Airport10,5
Airport08,10.5
Airport08,3.666666667
Airport08,31
Airport16,160
Airport17,45
Airport05,5
Airport08,7
Airport08,8
Airport05,8
Airport05,8.5
Airport08,21
Airport08,2.5
Airport10,95
Airport16,30
Airport08,235
Airport05,10
Airport17,3
Airport08,34
Airport08,24
Airport08,30.5
Airport08,6.5
Airport03,10
Airport05,11
Airport05,6
Airport04,70
Airport19,2
Airport05,5
Airport08,10
Airport08,3.5
Airport08,116.5
Airport05,9
Airport03,15
Airport08,14
Airport09,20
Airport05,7
Airport10,14
Airport05,14
Airport08,43
Airport07,5
Airport05,5
Airport09,15
Airport08,11
Airport08,4.5
Airport10,5
Airport05,7.5
Airport11,53
Airport05,280
Airport08,7
Airport03,10
Airport04,3
Airport15,10
Airport05,5
Airport08,7
Airport16,7.5
Airport04,166
Airport07,12
Airport08,2
Airport14,18
Airport10,10.5
Airport08,205
Airport19,10
Airport04,7
Airport08,1
Airport08,6.5
Airport05,30
Airport08,4.5
Airport19,4
Airport05,7
Airport03,12
Airport14,7.5
Airport05,9.5
Airport05,7.5
Airport10,14.5
Airport05,15
Airport05,10.66666667
Airport10,8.5
Airport11,20
Airport05,15
Airport05,14.33333333
Airport10,11.66666667
Airport13,35
Airport08,52.5
Airport09,17.5
Airport10,40
Airport08,4.5
Airport08,5.5
Airport05,6
Airport10,4.666666667
Airport20,10
Airport05,12.5
Airport11,12.5
Airport18,25
Airport14,20
Airport10,29
Airport10,8
Airport10,14
Airport10,47.5
Airport05,3
Airport05,7.5
Airport05,10
Airport10,15
Airport10,8
Airport08,8
Airport05,22
Airport05,67.5
Airport05,30
Airport05,22.5
Airport08,10.5
Airport08,50
Airport14,57.5
Airport05,138.5
Airport04,39.5
Airport05,134.5
Airport05,62.5
Airport14,200.5
Airport01,117.5
Airport05,42.5
Airport05,46
Airport05,66.5
Airport05,45
Airport05,40
Airport11,40
Airport05,66
Airport05,35
Airport05,25
Airport05,37
Airport04,28
Airport10,56.5
Airport14,540
Airport15,10.5
Airport15,22.5
Airport05,11
Airport14,15
Airport05,19
Airport03,7
Airport05,30
Airport10,45.33333333
Airport10,67
Airport18,42.5
Airport02,162.5
Airport09,27.5
Airport05,26
Airport05,22
Airport04,9.333333333
Airport05,15
Airport05,23
Airport10,4
Airport05,20
Airport05,72.5
Airport05,25
Airport04,61.66666667
Airport05,32.5
Airport05,120
Airport12,93.5
Airport08,180
Airport10,8
Airport08,16.33333333
Airport05,20
Airport15,90
Airport14,57
Airport05,32
Airport04,19.33333333
Airport05,32.5
Airport07,56.5
Airport05,20.5
Airport09,12
Airport05,9
Airport05,3.333333333
Airport05,10
Airport08,9.333333333
Airport05,112.5
Airport13,7.5
Airport19,149.5
Airport02,19.5
Airport05,25
Airport10,8
Airport08,3.5
Airport19,8.5
Airport05,11
Airport05,12
Airport10,4
Airport10,30
Airport10,24.5
Airport05,22.5
Airport19,7
Airport08,93.33333333
Airport05,7.5
Airport05,10.5
Airport16,11.5
Airport16,5
Airport08,164
Airport10,2
Airport04,61.33333333
Airport04,14.33333333
Airport19,5
Airport19,6.5
Airport05,27.5
Airport05,5
Airport12,10
Airport05,8
Airport05,11
